RNAseq_sampleID,Condition,Pathway,score,Line,Study_part,Passage,Days_grown_Udays,Treatments,Clinical_condition
Sample_22,Control,Phospholipid metabolism,46.42529517152619,hFB12,2,9,37.33,Control,Normal
Sample_23,Control,Phospholipid metabolism,45.039492734358134,hFB12,2,12,52.96,Control,Normal
Sample_24,Control,Phospholipid metabolism,43.20249039176926,hFB12,2,15,68.08,Control,Normal
Sample_25,Control,Phospholipid metabolism,37.9482318910396,hFB12,2,18,83.08,Control,Normal
Sample_26,Control,Phospholipid metabolism,35.328772664925324,hFB12,2,21,98.08,Control,Normal
Sample_27,Control,Phospholipid metabolism,37.23538496596992,hFB12,2,24,115,Control,Normal
Sample_28,Control,Phospholipid metabolism,37.340731845888456,hFB12,2,27,134.96,Control,Normal
Sample_29,Control,Phospholipid metabolism,39.926720589073355,hFB12,2,30,157.92,Control,Normal
Sample_30,Control,Phospholipid metabolism,42.05822810376787,hFB12,2,33,180.88,Control,Normal
Sample_31,Control,Phospholipid metabolism,44.59755046833937,hFB12,2,36,202,Control,Normal
Sample_32,Control,Phospholipid metabolism,37.31522494569561,hFB13,2,6,22.08,Control,Normal
Sample_33,Control,Phospholipid metabolism,37.62686828779851,hFB13,2,9,38.04,Control,Normal
Sample_34,Control,Phospholipid metabolism,38.27545834843344,hFB13,2,12,53.04,Control,Normal
Sample_35,Control,Phospholipid metabolism,38.53836887974053,hFB13,2,15,68.29,Control,Normal
Sample_36,Control,Phospholipid metabolism,39.998212132595874,hFB13,2,18,83.17,Control,Normal
Sample_37,Control,Phospholipid metabolism,38.904883496266315,hFB13,2,21,98.13,Control,Normal
Sample_38,Control,Phospholipid metabolism,39.76168047052734,hFB13,2,24,115.33,Control,Normal
Sample_39,Control,Phospholipid metabolism,35.64461596025195,hFB13,2,27,136.29,Control,Normal
Sample_40,Control,Phospholipid metabolism,36.80802401056755,hFB13,2,30,158.21,Control,Normal
Sample_41,Control,Phospholipid metabolism,38.71408196466856,hFB13,2,33,182.08,Control,Normal
Sample_42,Control,Phospholipid metabolism,41.16755595490589,hFB13,2,36,202.25,Control,Normal
Sample_43,Control,Phospholipid metabolism,71.81251484453799,hFB14,2,10,22.42,Control,Normal
Sample_44,Control,Phospholipid metabolism,88.85599081830773,hFB14,2,13,39.13,Control,Normal
Sample_45,Control,Phospholipid metabolism,91.6339461466991,hFB14,2,16,55.04,Control,Normal
Sample_46,Control,Phospholipid metabolism,104.53912376886439,hFB14,2,19,70.13,Control,Normal
Sample_47,Control,Phospholipid metabolism,90.91637603651934,hFB14,2,22,85.08,Control,Normal
Sample_48,Control,Phospholipid metabolism,93.50168358842359,hFB14,2,25,100.29,Control,Normal
Sample_49,Control,Phospholipid metabolism,61.89600087814379,hFB14,2,31,140.38,Control,Normal
Sample_21,Control,cAMP-PKA signaling,21.62521005247573,hFB12,2,6,21.21,Control,Normal
Sample_22,Control,cAMP-PKA signaling,20.264674478961844,hFB12,2,9,37.33,Control,Normal
Sample_23,Control,cAMP-PKA signaling,20.575792209647215,hFB12,2,12,52.96,Control,Normal
Sample_24,Control,cAMP-PKA signaling,20.695083223117894,hFB12,2,15,68.08,Control,Normal
Sample_25,Control,cAMP-PKA signaling,20.77684385208619,hFB12,2,18,83.08,Control,Normal
Sample_26,Control,cAMP-PKA signaling,19.569632497514903,hFB12,2,21,98.08,Control,Normal
Sample_27,Control,cAMP-PKA signaling,19.257818614809516,hFB12,2,24,115,Control,Normal
Sample_28,Control,cAMP-PKA signaling,20.547318981822137,hFB12,2,27,134.96,Control,Normal
Sample_29,Control,cAMP-PKA signaling,20.378436007557216,hFB12,2,30,157.92,Control,Normal
Sample_30,Control,cAMP-PKA signaling,21.295305932270306,hFB12,2,33,180.88,Control,Normal
Sample_31,Control,cAMP-PKA signaling,19.691785448000665,hFB12,2,36,202,Control,Normal
Sample_32,Control,cAMP-PKA signaling,22.531842084430963,hFB13,2,6,22.08,Control,Normal
Sample_33,Control,cAMP-PKA signaling,22.05116415754444,hFB13,2,9,38.04,Control,Normal
Sample_34,Control,cAMP-PKA signaling,20.701238620496706,hFB13,2,12,53.04,Control,Normal
Sample_35,Control,cAMP-PKA signaling,21.368525154736194,hFB13,2,15,68.29,Control,Normal
Sample_36,Control,cAMP-PKA signaling,21.345221072531466,hFB13,2,18,83.17,Control,Normal
Sample_37,Control,cAMP-PKA signaling,20.732008523331842,hFB13,2,21,98.13,Control,Normal
Sample_38,Control,cAMP-PKA signaling,20.857282088346363,hFB13,2,24,115.33,Control,Normal
Sample_39,Control,cAMP-PKA signaling,20.60700928677523,hFB13,2,27,136.29,Control,Normal
Sample_40,Control,cAMP-PKA signaling,20.76542377584361,hFB13,2,30,158.21,Control,Normal
Sample_41,Control,cAMP-PKA signaling,20.987590604896347,hFB13,2,33,182.08,Control,Normal
Sample_42,Control,cAMP-PKA signaling,21.752847348703895,hFB13,2,36,202.25,Control,Normal
Sample_43,Control,cAMP-PKA signaling,21.081399023252278,hFB14,2,10,22.42,Control,Normal
Sample_44,Control,cAMP-PKA signaling,18.91824899070873,hFB14,2,13,39.13,Control,Normal
Sample_45,Control,cAMP-PKA signaling,18.72636733661944,hFB14,2,16,55.04,Control,Normal
Sample_46,Control,cAMP-PKA signaling,20.614277574415496,hFB14,2,19,70.13,Control,Normal
Sample_47,Control,cAMP-PKA signaling,20.556062819213395,hFB14,2,22,85.08,Control,Normal
Sample_48,Control,cAMP-PKA signaling,21.539946145079025,hFB14,2,25,100.29,Control,Normal
Sample_49,Control,cAMP-PKA signaling,20.74295460803694,hFB14,2,31,140.38,Control,Normal
Sample_21,Control,"Protein import, sorting and homeostasis",34.80264924379187,hFB12,2,6,21.21,Control,Normal
Sample_21,Control,Protein homeostasis,38.797133907239136,hFB12,2,6,21.21,Control,Normal
Sample_21,Control,Proteases,34.305389488281776,hFB12,2,6,21.21,Control,Normal
Sample_22,Control,"Protein import, sorting and homeostasis",33.84640800504019,hFB12,2,9,37.33,Control,Normal
Sample_22,Control,Protein homeostasis,37.843809573652926,hFB12,2,9,37.33,Control,Normal
Sample_22,Control,Proteases,33.862036614674025,hFB12,2,9,37.33,Control,Normal
Sample_23,Control,"Protein import, sorting and homeostasis",32.60934843015383,hFB12,2,12,52.96,Control,Normal
Sample_23,Control,Protein homeostasis,36.58173848236148,hFB12,2,12,52.96,Control,Normal
Sample_23,Control,Proteases,32.029867100103026,hFB12,2,12,52.96,Control,Normal
Sample_24,Control,"Protein import, sorting and homeostasis",33.27368582592733,hFB12,2,15,68.08,Control,Normal
Sample_24,Control,Protein homeostasis,37.42750304090687,hFB12,2,15,68.08,Control,Normal
Sample_24,Control,Proteases,33.60829830502762,hFB12,2,15,68.08,Control,Normal
Sample_25,Control,"Protein import, sorting and homeostasis",32.59930976637809,hFB12,2,18,83.08,Control,Normal
Sample_25,Control,Protein homeostasis,36.90338452990022,hFB12,2,18,83.08,Control,Normal
Sample_25,Control,Proteases,34.39386022403128,hFB12,2,18,83.08,Control,Normal
Sample_26,Control,"Protein import, sorting and homeostasis",30.832588391216515,hFB12,2,21,98.08,Control,Normal
Sample_26,Control,Protein homeostasis,34.883696905354476,hFB12,2,21,98.08,Control,Normal
Sample_26,Control,Proteases,35.4647974277372,hFB12,2,21,98.08,Control,Normal
Sample_27,Control,"Protein import, sorting and homeostasis",30.16823889849304,hFB12,2,24,115,Control,Normal
Sample_27,Control,Protein homeostasis,33.29309218280487,hFB12,2,24,115,Control,Normal
Sample_27,Control,Proteases,33.88207565066487,hFB12,2,24,115,Control,Normal
Sample_28,Control,"Protein import, sorting and homeostasis",30.13743287908164,hFB12,2,27,134.96,Control,Normal
Sample_28,Control,Protein homeostasis,33.29181634767027,hFB12,2,27,134.96,Control,Normal
Sample_28,Control,Proteases,32.657061182628425,hFB12,2,27,134.96,Control,Normal
Sample_29,Control,"Protein import, sorting and homeostasis",29.528261449193145,hFB12,2,30,157.92,Control,Normal
Sample_29,Control,Protein homeostasis,32.56935341979396,hFB12,2,30,157.92,Control,Normal
Sample_29,Control,Proteases,32.253972969391384,hFB12,2,30,157.92,Control,Normal
Sample_30,Control,"Protein import, sorting and homeostasis",31.012025937136542,hFB12,2,33,180.88,Control,Normal
Sample_30,Control,Protein homeostasis,34.392082918002046,hFB12,2,33,180.88,Control,Normal
Sample_30,Control,Proteases,33.099344385403306,hFB12,2,33,180.88,Control,Normal
Sample_31,Control,"Protein import, sorting and homeostasis",30.881769099714244,hFB12,2,36,202,Control,Normal
Sample_31,Control,Protein homeostasis,34.49796405793209,hFB12,2,36,202,Control,Normal
Sample_31,Control,Proteases,33.740187184530335,hFB12,2,36,202,Control,Normal
Sample_32,Control,"Protein import, sorting and homeostasis",34.47728006782663,hFB13,2,6,22.08,Control,Normal
Sample_32,Control,Protein homeostasis,38.35381695882177,hFB13,2,6,22.08,Control,Normal
Sample_32,Control,Proteases,34.265911113154594,hFB13,2,6,22.08,Control,Normal
Sample_33,Control,"Protein import, sorting and homeostasis",34.16038376941978,hFB13,2,9,38.04,Control,Normal
Sample_33,Control,Protein homeostasis,38.01749202791182,hFB13,2,9,38.04,Control,Normal
Sample_33,Control,Proteases,33.69832802969456,hFB13,2,9,38.04,Control,Normal
Sample_34,Control,"Protein import, sorting and homeostasis",33.8331016021413,hFB13,2,12,53.04,Control,Normal
Sample_34,Control,Protein homeostasis,37.99569663151507,hFB13,2,12,53.04,Control,Normal
Sample_34,Control,Proteases,33.87252208667683,hFB13,2,12,53.04,Control,Normal
Sample_35,Control,"Protein import, sorting and homeostasis",33.910088403319044,hFB13,2,15,68.29,Control,Normal
Sample_35,Control,Protein homeostasis,38.33436702735685,hFB13,2,15,68.29,Control,Normal
Sample_35,Control,Proteases,33.77829085292959,hFB13,2,15,68.29,Control,Normal
Sample_36,Control,"Protein import, sorting and homeostasis",34.81082041930673,hFB13,2,18,83.17,Control,Normal
Sample_36,Control,Protein homeostasis,39.37885172156655,hFB13,2,18,83.17,Control,Normal
Sample_36,Control,Proteases,34.07814423675954,hFB13,2,18,83.17,Control,Normal
Sample_37,Control,"Protein import, sorting and homeostasis",35.071157638068456,hFB13,2,21,98.13,Control,Normal
Sample_37,Control,Protein homeostasis,40.0855820594559,hFB13,2,21,98.13,Control,Normal
Sample_37,Control,Proteases,34.671855392784224,hFB13,2,21,98.13,Control,Normal
Sample_38,Control,"Protein import, sorting and homeostasis",33.74261814823747,hFB13,2,24,115.33,Control,Normal
Sample_38,Control,Protein homeostasis,38.65195431962386,hFB13,2,24,115.33,Control,Normal
Sample_38,Control,Proteases,34.38898564635327,hFB13,2,24,115.33,Control,Normal
Sample_39,Control,"Protein import, sorting and homeostasis",31.6758385706411,hFB13,2,27,136.29,Control,Normal
Sample_39,Control,Protein homeostasis,36.24334126007389,hFB13,2,27,136.29,Control,Normal
Sample_39,Control,Proteases,33.232549460323995,hFB13,2,27,136.29,Control,Normal
Sample_40,Control,"Protein import, sorting and homeostasis",31.91398337883775,hFB13,2,30,158.21,Control,Normal
Sample_40,Control,Protein homeostasis,36.193983767229966,hFB13,2,30,158.21,Control,Normal
Sample_40,Control,Proteases,33.94500560735824,hFB13,2,30,158.21,Control,Normal
Sample_41,Control,"Protein import, sorting and homeostasis",33.751153469113376,hFB13,2,33,182.08,Control,Normal
Sample_41,Control,Protein homeostasis,38.737645209772374,hFB13,2,33,182.08,Control,Normal
Sample_41,Control,Proteases,35.44448058081805,hFB13,2,33,182.08,Control,Normal
Sample_42,Control,"Protein import, sorting and homeostasis",34.315924481623846,hFB13,2,36,202.25,Control,Normal
Sample_42,Control,Protein homeostasis,39.710881231005715,hFB13,2,36,202.25,Control,Normal
Sample_42,Control,Proteases,35.221319398647054,hFB13,2,36,202.25,Control,Normal
Sample_43,Control,"Protein import, sorting and homeostasis",33.62101265795822,hFB14,2,10,22.42,Control,Normal
Sample_43,Control,Protein homeostasis,36.617863400523525,hFB14,2,10,22.42,Control,Normal
Sample_43,Control,Proteases,33.441875097769994,hFB14,2,10,22.42,Control,Normal
Sample_44,Control,"Protein import, sorting and homeostasis",32.36598093962858,hFB14,2,13,39.13,Control,Normal
Sample_44,Control,Protein homeostasis,36.27133089186359,hFB14,2,13,39.13,Control,Normal
Sample_44,Control,Proteases,32.229965746000865,hFB14,2,13,39.13,Control,Normal
Sample_45,Control,"Protein import, sorting and homeostasis",31.11539728312829,hFB14,2,16,55.04,Control,Normal
Sample_45,Control,Protein homeostasis,35.028468652468014,hFB14,2,16,55.04,Control,Normal
Sample_45,Control,Proteases,30.795442872848948,hFB14,2,16,55.04,Control,Normal
Sample_46,Control,"Protein import, sorting and homeostasis",33.67280075348233,hFB14,2,19,70.13,Control,Normal
Sample_46,Control,Protein homeostasis,37.902498261117394,hFB14,2,19,70.13,Control,Normal
Sample_46,Control,Proteases,32.12554402281023,hFB14,2,19,70.13,Control,Normal
Sample_47,Control,"Protein import, sorting and homeostasis",33.47281738329915,hFB14,2,22,85.08,Control,Normal
Sample_47,Control,Protein homeostasis,38.177871097089955,hFB14,2,22,85.08,Control,Normal
Sample_47,Control,Proteases,32.174291583214014,hFB14,2,22,85.08,Control,Normal
Sample_48,Control,"Protein import, sorting and homeostasis",32.56783106858097,hFB14,2,25,100.29,Control,Normal
Sample_48,Control,Protein homeostasis,36.890420322565355,hFB14,2,25,100.29,Control,Normal
Sample_48,Control,Proteases,32.15888508344337,hFB14,2,25,100.29,Control,Normal
Sample_49,Control,"Protein import, sorting and homeostasis",30.189067022930928,hFB14,2,31,140.38,Control,Normal
Sample_49,Control,Protein homeostasis,32.83708838878671,hFB14,2,31,140.38,Control,Normal
Sample_49,Control,Proteases,31.500438650679122,hFB14,2,31,140.38,Control,Normal
Sample_21,Control,Protein import and sorting,28.880338526483694,hFB12,2,6,21.21,Control,Normal
Sample_21,Control,TIM22 carrier pathway,15.914832639343405,hFB12,2,6,21.21,Control,Normal
Sample_22,Control,Protein import and sorting,27.79037458829675,hFB12,2,9,37.33,Control,Normal
Sample_22,Control,TIM22 carrier pathway,12.810387799626259,hFB12,2,9,37.33,Control,Normal
Sample_23,Control,Protein import and sorting,27.072138094918856,hFB12,2,12,52.96,Control,Normal
Sample_23,Control,TIM22 carrier pathway,12.699121259858062,hFB12,2,12,52.96,Control,Normal
Sample_24,Control,Protein import and sorting,27.516160126226858,hFB12,2,15,68.08,Control,Normal
Sample_24,Control,TIM22 carrier pathway,13.976089382909977,hFB12,2,15,68.08,Control,Normal
Sample_25,Control,Protein import and sorting,26.827928777469207,hFB12,2,18,83.08,Control,Normal
Sample_25,Control,TIM22 carrier pathway,14.20276465012871,hFB12,2,18,83.08,Control,Normal
Sample_26,Control,Protein import and sorting,25.596577520738155,hFB12,2,21,98.08,Control,Normal
Sample_26,Control,TIM22 carrier pathway,12.125349182175272,hFB12,2,21,98.08,Control,Normal
Sample_27,Control,Protein import and sorting,25.426875139746137,hFB12,2,24,115,Control,Normal
Sample_27,Control,TIM22 carrier pathway,13.464792189314812,hFB12,2,24,115,Control,Normal
Sample_28,Control,Protein import and sorting,25.958148066415838,hFB12,2,27,134.96,Control,Normal
Sample_28,Control,TIM22 carrier pathway,14.335480650073457,hFB12,2,27,134.96,Control,Normal
Sample_29,Control,Protein import and sorting,25.05211578644533,hFB12,2,30,157.92,Control,Normal
Sample_29,Control,TIM22 carrier pathway,12.875573735862867,hFB12,2,30,157.92,Control,Normal
Sample_30,Control,Protein import and sorting,26.093786483949593,hFB12,2,33,180.88,Control,Normal
Sample_30,Control,TIM22 carrier pathway,12.639499864571569,hFB12,2,33,180.88,Control,Normal
Sample_31,Control,Protein import and sorting,25.825216980078363,hFB12,2,36,202,Control,Normal
Sample_31,Control,TIM22 carrier pathway,13.250067705645709,hFB12,2,36,202,Control,Normal
Sample_32,Control,Protein import and sorting,28.854720654908057,hFB13,2,6,22.08,Control,Normal
Sample_32,Control,TIM22 carrier pathway,12.877065664265364,hFB13,2,6,22.08,Control,Normal
Sample_33,Control,Protein import and sorting,28.500690419917316,hFB13,2,9,38.04,Control,Normal
Sample_33,Control,TIM22 carrier pathway,14.392883499711342,hFB13,2,9,38.04,Control,Normal
Sample_34,Control,Protein import and sorting,28.059123717584765,hFB13,2,12,53.04,Control,Normal
Sample_34,Control,TIM22 carrier pathway,12.564152409233653,hFB13,2,12,53.04,Control,Normal
Sample_35,Control,Protein import and sorting,27.58628791924917,hFB13,2,15,68.29,Control,Normal
Sample_35,Control,TIM22 carrier pathway,12.969218461405788,hFB13,2,15,68.29,Control,Normal
Sample_36,Control,Protein import and sorting,28.06205007763198,hFB13,2,18,83.17,Control,Normal
Sample_36,Control,TIM22 carrier pathway,13.644026197889454,hFB13,2,18,83.17,Control,Normal
Sample_37,Control,Protein import and sorting,28.01013201118041,hFB13,2,21,98.13,Control,Normal
Sample_37,Control,TIM22 carrier pathway,12.447694436860422,hFB13,2,21,98.13,Control,Normal
Sample_38,Control,Protein import and sorting,27.068193370757893,hFB13,2,24,115.33,Control,Normal
Sample_38,Control,TIM22 carrier pathway,14.543910610454237,hFB13,2,24,115.33,Control,Normal
Sample_39,Control,Protein import and sorting,25.776260923490003,hFB13,2,27,136.29,Control,Normal
Sample_39,Control,TIM22 carrier pathway,11.357869149200626,hFB13,2,27,136.29,Control,Normal
Sample_40,Control,Protein import and sorting,25.93893696309135,hFB13,2,30,158.21,Control,Normal
Sample_40,Control,TIM22 carrier pathway,11.362599284291758,hFB13,2,30,158.21,Control,Normal
Sample_41,Control,Protein import and sorting,26.889545217222867,hFB13,2,33,182.08,Control,Normal
Sample_41,Control,TIM22 carrier pathway,12.179656376117425,hFB13,2,33,182.08,Control,Normal
Sample_42,Control,Protein import and sorting,26.813711907194943,hFB13,2,36,202.25,Control,Normal
Sample_42,Control,TIM22 carrier pathway,12.44032250418351,hFB13,2,36,202.25,Control,Normal
Sample_43,Control,Protein import and sorting,28.777848107250968,hFB14,2,10,22.42,Control,Normal
Sample_43,Control,TIM22 carrier pathway,14.372865991637646,hFB14,2,10,22.42,Control,Normal
Sample_44,Control,Protein import and sorting,26.46299406539292,hFB14,2,13,39.13,Control,Normal
Sample_44,Control,TIM22 carrier pathway,14.368018130739475,hFB14,2,13,39.13,Control,Normal
Sample_45,Control,Protein import and sorting,25.34068851434053,hFB14,2,16,55.04,Control,Normal
Sample_45,Control,TIM22 carrier pathway,12.44847132985823,hFB14,2,16,55.04,Control,Normal
Sample_46,Control,Protein import and sorting,26.911462014862572,hFB14,2,19,70.13,Control,Normal
Sample_46,Control,TIM22 carrier pathway,13.923397522424839,hFB14,2,19,70.13,Control,Normal
Sample_47,Control,Protein import and sorting,26.195990716089476,hFB14,2,22,85.08,Control,Normal
Sample_47,Control,TIM22 carrier pathway,11.587733285942287,hFB14,2,22,85.08,Control,Normal
Sample_48,Control,Protein import and sorting,25.949823571100108,hFB14,2,25,100.29,Control,Normal
Sample_48,Control,TIM22 carrier pathway,13.05364851029481,hFB14,2,25,100.29,Control,Normal
Sample_49,Control,Protein import and sorting,26.344949433200597,hFB14,2,31,140.38,Control,Normal
Sample_49,Control,TIM22 carrier pathway,12.60389146898617,hFB14,2,31,140.38,Control,Normal
Sample_21,Control,Cardiolipin synthesis,25.906021369681095,hFB12,2,6,21.21,Control,Normal
Sample_22,Control,Cardiolipin synthesis,24.17076964010961,hFB12,2,9,37.33,Control,Normal
Sample_23,Control,Cardiolipin synthesis,24.858131944893092,hFB12,2,12,52.96,Control,Normal
Sample_24,Control,Cardiolipin synthesis,23.495322292378948,hFB12,2,15,68.08,Control,Normal
Sample_25,Control,Cardiolipin synthesis,24.291738455420077,hFB12,2,18,83.08,Control,Normal
Sample_26,Control,Cardiolipin synthesis,23.465066178817256,hFB12,2,21,98.08,Control,Normal
Sample_27,Control,Cardiolipin synthesis,22.96131106457686,hFB12,2,24,115,Control,Normal
Sample_28,Control,Cardiolipin synthesis,22.4910897593915,hFB12,2,27,134.96,Control,Normal
Sample_29,Control,Cardiolipin synthesis,22.384385695524642,hFB12,2,30,157.92,Control,Normal
Sample_30,Control,Cardiolipin synthesis,23.088517609006413,hFB12,2,33,180.88,Control,Normal
Sample_31,Control,Cardiolipin synthesis,23.502261527846326,hFB12,2,36,202,Control,Normal
Sample_32,Control,Cardiolipin synthesis,24.69517001454094,hFB13,2,6,22.08,Control,Normal
Sample_33,Control,Cardiolipin synthesis,24.780283967802582,hFB13,2,9,38.04,Control,Normal
Sample_34,Control,Cardiolipin synthesis,24.295985807710974,hFB13,2,12,53.04,Control,Normal
Sample_35,Control,Cardiolipin synthesis,24.94565880570512,hFB13,2,15,68.29,Control,Normal
Sample_36,Control,Cardiolipin synthesis,25.609854553784658,hFB13,2,18,83.17,Control,Normal
Sample_37,Control,Cardiolipin synthesis,25.19480784058446,hFB13,2,21,98.13,Control,Normal
Sample_38,Control,Cardiolipin synthesis,23.7838643000111,hFB13,2,24,115.33,Control,Normal
Sample_39,Control,Cardiolipin synthesis,22.017753422380395,hFB13,2,27,136.29,Control,Normal
Sample_40,Control,Cardiolipin synthesis,22.70646128925115,hFB13,2,30,158.21,Control,Normal
Sample_41,Control,Cardiolipin synthesis,23.950002027115133,hFB13,2,33,182.08,Control,Normal
Sample_42,Control,Cardiolipin synthesis,24.30482110706212,hFB13,2,36,202.25,Control,Normal
Sample_43,Control,Cardiolipin synthesis,23.299599405817247,hFB14,2,10,22.42,Control,Normal
Sample_44,Control,Cardiolipin synthesis,22.57797785207892,hFB14,2,13,39.13,Control,Normal
Sample_45,Control,Cardiolipin synthesis,21.84763130120875,hFB14,2,16,55.04,Control,Normal
Sample_46,Control,Cardiolipin synthesis,22.8902800641284,hFB14,2,19,70.13,Control,Normal
Sample_47,Control,Cardiolipin synthesis,22.482931276114023,hFB14,2,22,85.08,Control,Normal
Sample_48,Control,Cardiolipin synthesis,22.226881375901364,hFB14,2,25,100.29,Control,Normal
Sample_49,Control,Cardiolipin synthesis,21.091073514558108,hFB14,2,31,140.38,Control,Normal
Sample_21,Control,Serine metabolism,52.93887249466551,hFB12,2,6,21.21,Control,Normal
Sample_21,Control,Glyoxylate metabolism,29.88637911125179,hFB12,2,6,21.21,Control,Normal
Sample_22,Control,Serine metabolism,48.29945332313678,hFB12,2,9,37.33,Control,Normal
Sample_22,Control,Glyoxylate metabolism,27.34271148929088,hFB12,2,9,37.33,Control,Normal
Sample_23,Control,Serine metabolism,47.52400697235336,hFB12,2,12,52.96,Control,Normal
Sample_23,Control,Glyoxylate metabolism,25.747302657567303,hFB12,2,12,52.96,Control,Normal
Sample_24,Control,Serine metabolism,46.70179880110483,hFB12,2,15,68.08,Control,Normal
Sample_24,Control,Glyoxylate metabolism,24.3610448015298,hFB12,2,15,68.08,Control,Normal
Sample_25,Control,Serine metabolism,43.86829552513349,hFB12,2,18,83.08,Control,Normal
Sample_25,Control,Glyoxylate metabolism,22.391435704547316,hFB12,2,18,83.08,Control,Normal
Sample_26,Control,Serine metabolism,47.2783723039845,hFB12,2,21,98.08,Control,Normal
Sample_26,Control,Glyoxylate metabolism,18.8290375082148,hFB12,2,21,98.08,Control,Normal
Sample_27,Control,Serine metabolism,46.230140111446715,hFB12,2,24,115,Control,Normal
Sample_27,Control,Glyoxylate metabolism,18.245766567223836,hFB12,2,24,115,Control,Normal
Sample_28,Control,Serine metabolism,42.67096466207978,hFB12,2,27,134.96,Control,Normal
Sample_28,Control,Glyoxylate metabolism,21.041749497689885,hFB12,2,27,134.96,Control,Normal
Sample_29,Control,Serine metabolism,42.85225039404212,hFB12,2,30,157.92,Control,Normal
Sample_29,Control,Glyoxylate metabolism,19.675839387005446,hFB12,2,30,157.92,Control,Normal
Sample_30,Control,Serine metabolism,42.60117006824779,hFB12,2,33,180.88,Control,Normal
Sample_30,Control,Glyoxylate metabolism,21.814533631909335,hFB12,2,33,180.88,Control,Normal
Sample_31,Control,Serine metabolism,42.535380409918,hFB12,2,36,202,Control,Normal
Sample_31,Control,Glyoxylate metabolism,20.817215400796425,hFB12,2,36,202,Control,Normal
Sample_32,Control,Serine metabolism,51.49206370906784,hFB13,2,6,22.08,Control,Normal
Sample_32,Control,Glyoxylate metabolism,31.923830014372758,hFB13,2,6,22.08,Control,Normal
Sample_33,Control,Serine metabolism,48.6506560697633,hFB13,2,9,38.04,Control,Normal
Sample_33,Control,Glyoxylate metabolism,29.736959059919442,hFB13,2,9,38.04,Control,Normal
Sample_34,Control,Serine metabolism,51.69288878952909,hFB13,2,12,53.04,Control,Normal
Sample_34,Control,Glyoxylate metabolism,29.589128132778637,hFB13,2,12,53.04,Control,Normal
Sample_35,Control,Serine metabolism,43.51316327377091,hFB13,2,15,68.29,Control,Normal
Sample_35,Control,Glyoxylate metabolism,27.60676084103695,hFB13,2,15,68.29,Control,Normal
Sample_36,Control,Serine metabolism,45.92324350021839,hFB13,2,18,83.17,Control,Normal
Sample_36,Control,Glyoxylate metabolism,28.665913824078963,hFB13,2,18,83.17,Control,Normal
Sample_37,Control,Serine metabolism,44.84136757496467,hFB13,2,21,98.13,Control,Normal
Sample_37,Control,Glyoxylate metabolism,28.324132953173457,hFB13,2,21,98.13,Control,Normal
Sample_38,Control,Serine metabolism,41.42142316773483,hFB13,2,24,115.33,Control,Normal
Sample_38,Control,Glyoxylate metabolism,27.38492111184521,hFB13,2,24,115.33,Control,Normal
Sample_39,Control,Serine metabolism,41.77061644559509,hFB13,2,27,136.29,Control,Normal
Sample_39,Control,Glyoxylate metabolism,22.765327917742667,hFB13,2,27,136.29,Control,Normal
Sample_40,Control,Serine metabolism,45.015110891991846,hFB13,2,30,158.21,Control,Normal
Sample_40,Control,Glyoxylate metabolism,22.88673601709475,hFB13,2,30,158.21,Control,Normal
Sample_41,Control,Serine metabolism,44.26755203783036,hFB13,2,33,182.08,Control,Normal
Sample_41,Control,Glyoxylate metabolism,27.226205423982556,hFB13,2,33,182.08,Control,Normal
Sample_42,Control,Serine metabolism,39.46631437246884,hFB13,2,36,202.25,Control,Normal
Sample_42,Control,Glyoxylate metabolism,28.70699609393822,hFB13,2,36,202.25,Control,Normal
Sample_43,Control,Serine metabolism,40.53581732408498,hFB14,2,10,22.42,Control,Normal
Sample_43,Control,Glyoxylate metabolism,34.3848058497478,hFB14,2,10,22.42,Control,Normal
Sample_44,Control,Serine metabolism,46.97733520682278,hFB14,2,13,39.13,Control,Normal
Sample_44,Control,Glyoxylate metabolism,31.270998121612685,hFB14,2,13,39.13,Control,Normal
Sample_45,Control,Serine metabolism,45.022191500716545,hFB14,2,16,55.04,Control,Normal
Sample_45,Control,Glyoxylate metabolism,29.024992212003106,hFB14,2,16,55.04,Control,Normal
Sample_46,Control,Serine metabolism,44.588070207611665,hFB14,2,19,70.13,Control,Normal
Sample_46,Control,Glyoxylate metabolism,30.687841964986024,hFB14,2,19,70.13,Control,Normal
Sample_47,Control,Serine metabolism,40.32071614398377,hFB14,2,22,85.08,Control,Normal
Sample_47,Control,Glyoxylate metabolism,28.49942186056295,hFB14,2,22,85.08,Control,Normal
Sample_48,Control,Serine metabolism,42.2293489047449,hFB14,2,25,100.29,Control,Normal
Sample_48,Control,Glyoxylate metabolism,29.58828761181452,hFB14,2,25,100.29,Control,Normal
Sample_49,Control,Serine metabolism,40.13107694704294,hFB14,2,31,140.38,Control,Normal
Sample_49,Control,Glyoxylate metabolism,27.54974186467265,hFB14,2,31,140.38,Control,Normal
Sample_21,Control,Mitochondrial dynamics and surveillance,35.96408974571288,hFB12,2,6,21.21,Control,Normal
Sample_21,Control,Organelle contact sites,46.71156269430727,hFB12,2,6,21.21,Control,Normal
Sample_22,Control,Mitochondrial dynamics and surveillance,35.323914969263214,hFB12,2,9,37.33,Control,Normal
Sample_22,Control,Organelle contact sites,45.758945636281965,hFB12,2,9,37.33,Control,Normal
