Gene,Cerebrum,Cerebellum,Brainstem,Spinal cord,Kidney,Liver,Heart,Skeletal muscle,Adipose,Small intestine,Large intestine,Stomach,Placenta,Testis
Cpox,7924465.962305571,15848931.924611142,25118864.315095823,25118864.315095823,1584893192.4611108,2511886431.509582,7924465.962305571,63095734.448019296,31622776.60168379,1000000000,79432823.47242822,199526231.49688828,3162277660.1683793,79432823.47242822
Xpnpep3,15848931.924611142,3971641.173621411,3971641.173621411,3971641.173621411,3971641.173621411,39810717.05534969,3971641.173621411,3971641.173621411,316227766.01683795,10000000,7943282.347242822,19952623.149688788,158489319.2461111,158489319.2461111
Pnpla8,199526231.49688828,100000000,39810717.05534969,79432823.47242822,12559432.157547912,25118864.315095823,12559432.157547912,12559432.157547912,158489319.2461111,12559432.157547912,25118864.315095823,12559432.157547912,12559432.157547912,125892541.17941661
Gadd45gip1,316227766.01683795,251188643.1509582,316227766.01683795,158489319.2461111,251188643.1509582,158489319.2461111,63095734.448019296,12589254.117941663,125892541.17941661,251188643.1509582,199526231.49688828,25118864.315095823,398107170.5534969,158489319.2461111
Gfer,630957344.4801943,316227766.01683795,398107170.5534969,79432823.47242822,63095734.448019296,501187233.6272715,3971641.173621411,3971641.173621411,100000000,19952623.149688788,39810717.05534969,7943282.347242822,125892541.17941661,79432823.47242822
Mrpl57,79432823.47242822,9976311.574844394,9976311.574844394,19952623.149688788,79432823.47242822,100000000,9976311.574844394,9976311.574844394,63095734.448019296,158489319.2461111,251188643.1509582,9976311.574844394,199526231.49688828,79432823.47242822
Ndufa3,1584893192.4611108,1258925411.794166,1995262314.9688828,501187233.6272715,3162277660.1683793,794328234.7242821,794328234.7242821,630957344.4801943,1000000000,1258925411.794166,1000000000,1258925411.794166,630957344.4801943,501187233.6272715
Ptcd3,316227766.01683795,199526231.49688828,199526231.49688828,316227766.01683795,1000000000,501187233.6272715,19952623.149688788,199526231.49688828,630957344.4801943,1000000000,1995262314.9688828,251188643.1509582,1000000000,398107170.5534969
Mrpl45,63095734.448019296,5000000,79432823.47242822,31622776.60168379,5000000,5000000,5000000,5000000,158489319.2461111,100000000,501187233.6272715,10000000,398107170.5534969,251188643.1509582
Slc25a16,12589254.117941663,2505936.1681363625,158489319.2461111,10000000,2505936.1681363625,31622776.60168379,2505936.1681363625,2505936.1681363625,25118864.315095823,2505936.1681363625,39810717.05534969,5011872.336272725,39810717.05534969,39810717.05534969
Ucp1,629462705.897083,629462705.897083,629462705.897083,629462705.897083,629462705.897083,629462705.897083,629462705.897083,629462705.897083,1258925411.794166,629462705.897083,629462705.897083,629462705.897083,629462705.897083,629462705.897083
Tars2,199526231.49688828,199526231.49688828,63095734.448019296,125892541.17941661,251188643.1509582,158489319.2461111,9976311.574844394,50118723.36272725,316227766.01683795,19952623.149688788,630957344.4801943,50118723.36272725,398107170.5534969,630957344.4801943
Trit1,31547867.224009648,63095734.448019296,31547867.224009648,31547867.224009648,31547867.224009648,31547867.224009648,31547867.224009648,31547867.224009648,31547867.224009648,31547867.224009648,31547867.224009648,31547867.224009648,31547867.224009648,31547867.224009648
Ndufab1,2511886431.509582,1000000000,1995262314.9688828,158489319.2461111,3981071705.5349693,1584893192.4611108,1258925411.794166,501187233.6272715,1995262314.9688828,1995262314.9688828,630957344.4801943,630957344.4801943,794328234.7242821,3162277660.1683793
Csl,12589254117.941662,5011872336.272715,10000000000,7943282347.242822,5011872336.272715,5011872336.272715,31622776601.683792,12589254117.941662,10000000000,25118864315.09582,7943282347.242822,12589254117.941662,12589254117.941662,12589254117.941662
Mtch1,1000000000,398107170.5534969,1000000000,398107170.5534969,158489319.2461111,9976311.574844394,19952623.149688788,9976311.574844394,398107170.5534969,79432823.47242822,316227766.01683795,79432823.47242822,630957344.4801943,158489319.2461111
Acaa1a,7924465.962305571,7924465.962305571,7924465.962305571,15848931.924611142,3981071705.5349693,12589254117.941662,7924465.962305571,7924465.962305571,501187233.6272715,31622776.60168379,31622776.60168379,19952623.149688788,125892541.17941661,251188643.1509582
Acot13,6309573444.801943,5011872336.272715,6309573444.801943,3162277660.1683793,19952623149.688828,6309573444.801943,6309573444.801943,794328234.7242821,1584893192.4611108,3981071705.5349693,3162277660.1683793,5011872336.272715,2511886431.509582,2511886431.509582
Ndufa13,10000000000,6309573444.801943,15848931924.611109,7943282347.242822,15848931924.611109,5011872336.272715,7943282347.242822,2511886431.509582,6309573444.801943,7943282347.242822,10000000000,10000000000,5011872336.272715,5011872336.272715
Agxt2,1255943215.754791,1255943215.754791,1255943215.754791,1255943215.754791,2511886431.509582,3162277660.1683793,1255943215.754791,1255943215.754791,1255943215.754791,1255943215.754791,1255943215.754791,1255943215.754791,1255943215.754791,1255943215.754791
Selenoo,1990535.8527674847,1990535.8527674847,1990535.8527674847,31622776.60168379,1990535.8527674847,158489319.2461111,1990535.8527674847,5011872.336272725,15848931.924611142,6309573.44480193,100000000,19952623.149688788,3981071.7055349695,6309573.44480193
Oxld1,1990535.8527674847,1990535.8527674847,1990535.8527674847,1990535.8527674847,1990535.8527674847,1990535.8527674847,1990535.8527674847,1990535.8527674847,15848931.924611142,1990535.8527674847,3981071.7055349695,5011872.336272725,1990535.8527674847,1990535.8527674847
Mfn2,79432823.47242822,501187233.6272715,501187233.6272715,100000000,2505936.1681363625,31622776.60168379,2505936.1681363625,2505936.1681363625,79432823.47242822,2505936.1681363625,19952623.149688788,5011872.336272725,15848931.924611142,31622776.60168379
Chdh,19905358.527674846,19905358.527674846,19905358.527674846,39810717.05534969,31622776601.683792,10000000000,19905358.527674846,19905358.527674846,3162277660.1683793,15848931924.611109,5011872336.272715,630957344.4801943,5011872336.272715,3162277660.1683793
Msra,158489319.2461111,125892541.17941661,398107170.5534969,100000000,3981071705.5349693,2511886431.509582,158489319.2461111,5011872.336272725,251188643.1509582,630957344.4801943,199526231.49688828,501187233.6272715,158489319.2461111,2505936.1681363625
Nit1,39810717.05534969,25118864.315095823,31622776.60168379,100000000,316227766.01683795,794328234.7242821,12559432.157547912,12559432.157547912,398107170.5534969,251188643.1509582,251188643.1509582,79432823.47242822,398107170.5534969,158489319.2461111
Cox4i2,19952623.149688788,50000,50000,5011872.336272725,50000,50000,10000000,50000,100000,50000,3162277.6601683795,31622776.60168379,1584893.1924611141,50000
Lactb,1000000000,316227766.01683795,125892541.17941661,100000000,1584893192.4611108,1258925411.794166,39810717.05534969,630957344.4801943,158489319.2461111,125892541.17941661,79432823.47242822,50118723.36272725,794328234.7242821,3981071705.5349693
Tst,1995262314.9688828,1258925411.794166,3981071705.5349693,2511886431.509582,6309573444.801943,19952623149.688828,63095734.448019296,125892541.17941661,3162277660.1683793,316227766.01683795,15848931924.611109,794328234.7242821,3162277660.1683793,10000000000
Coa8,3971641.173621411,3971641.173621411,3971641.173621411,3971641.173621411,3971641.173621411,3971641.173621411,3971641.173621411,3971641.173621411,3971641.173621411,3971641.173621411,15848931.924611142,3971641.173621411,7943282.347242822,3971641.173621411
Prodh2,50000000,50000000,50000000,50000000,100000000,501187233.6272715,50000000,50000000,50000000,50000000,50000000,50000000,50000000,50000000
Cox7b,100000000,251188643.1509582,39810717.05534969,15848931.924611142,199526231.49688828,39810717.05534969,1000000000,6294627.058970831,79432823.47242822,100000000,12589254.117941663,251188643.1509582,100000000,6294627.058970831
Glrx2,79432823.47242822,15848931.924611142,63095734.448019296,39810717.05534969,5000000,5000000,5000000,10000000,5000000,5000000,19952623.149688788,5000000,158489319.2461111,39810717.05534969
Aldh1b1,199526231.49688828,158489319.2461111,39810717.05534969,100000000,2511886431.509582,6309573444.801943,199526231.49688828,50118723.36272725,2511886431.509582,125892541179.41661,31622776601.683792,1000000000,10000000000,7943282347.242822
Ndufb3,3162277660.1683793,1995262314.9688828,3981071705.5349693,1258925411.794166,7943282347.242822,2511886431.509582,1995262314.9688828,794328234.7242821,1995262314.9688828,3162277660.1683793,1995262314.9688828,1584893192.4611108,1000000000,794328234.7242821
Ehhadh,1581138.8300841898,1581138.8300841898,1581138.8300841898,3162277.6601683795,158489319246.11108,39810717055.34969,1581138.8300841898,1581138.8300841898,398107170.5534969,31622776.60168379,31622776.60168379,1581138.8300841898,15848931.924611142,1581138.8300841898
Echdc1,6294627.058970831,6294627.058970831,63095734.448019296,19952623.149688788,6294627.058970831,63095734.448019296,6294627.058970831,6294627.058970831,1995262314.9688828,6294627.058970831,31622776.60168379,6294627.058970831,12589254.117941663,158489319.2461111
Trmu,2505936.1681363625,2505936.1681363625,2505936.1681363625,2505936.1681363625,2505936.1681363625,2505936.1681363625,2505936.1681363625,2505936.1681363625,5011872.336272725,2505936.1681363625,7943282.347242822,2505936.1681363625,6309573.44480193,2505936.1681363625
Vars2,501187233.6272715,398107170.5534969,501187233.6272715,10000000,630957344.4801943,79432823.47242822,5000000,125892541.17941661,251188643.1509582,15848931.924611142,1000000000,63095734.448019296,398107170.5534969,199526231.49688828
Aass,125892541.17941661,251188643.1509582,158489319.2461111,25118864.315095823,79432823472.42822,25118864315.09582,792446.5962305571,792446.5962305571,7943282.347242822,792446.5962305571,1584893.1924611141,39810717.05534969,630957344.4801943,501187233.6272715
Aadat,1581138830.0841897,1581138830.0841897,1581138830.0841897,1581138830.0841897,25118864315.09582,3162277660.1683793,1581138830.0841897,1581138830.0841897,1581138830.0841897,1581138830.0841897,1581138830.0841897,1581138830.0841897,1581138830.0841897,1581138830.0841897
Ndufa11,1995262314.9688828,1584893192.4611108,3162277660.1683793,1258925411.794166,1995262314.9688828,1258925411.794166,794328234.7242821,1584893192.4611108,1258925411.794166,1995262314.9688828,1000000000,1000000000,1995262314.9688828,1258925411.794166
Gm4984,3971641173.621411,3971641173.621411,3971641173.621411,3971641173.621411,3971641173.621411,3971641173.621411,3971641173.621411,3971641173.621411,3971641173.621411,3971641173.621411,3971641173.621411,3971641173.621411,3971641173.621411,7943282347.242822
Slc25a21,6294627.058970831,6294627.058970831,6294627.058970831,12589254.117941663,316227766.01683795,158489319.2461111,6294627.058970831,6294627.058970831,6294627.058970831,6294627.058970831,6294627.058970831,6294627.058970831,6294627.058970831,1258925411.794166
Slc25a29,25059361.681363624,25059361.681363624,25059361.681363624,25059361.681363624,25059361.681363624,25059361.681363624,25059361.681363624,25059361.681363624,25059361.681363624,25059361.681363624,25059361.681363624,25059361.681363624,2511886431.509582,50118723.36272725
Mthfd2,2505936.1681363625,2505936.1681363625,2505936.1681363625,5011872.336272725,2505936.1681363625,2505936.1681363625,2505936.1681363625,2505936.1681363625,2505936.1681363625,2505936.1681363625,2505936.1681363625,2505936.1681363625,316227766.01683795,125892541.17941661
Mmab,630957344.4801943,501187233.6272715,398107170.5534969,199526231.49688828,50118723.36272725,251188643.1509582,39810717.05534969,50118723.36272725,398107170.5534969,6294627.058970831,79432823.47242822,79432823.47242822,50118723.36272725,12589254.117941663
Hsd17b4,12559432.157547912,12559432.157547912,12559432.157547912,12559432.157547912,10000000000,15848931924.611109,12559432.157547912,12559432.157547912,1584893192.4611108,12559432.157547912,25118864.315095823,39810717.05534969,12559432.157547912,794328234.7242821
Nnt,3981071705.5349693,50000000,50000000,100000000,50000000,50000000,50000000,12589254117.941662,6309573444.801943,50000000,50000000,50000000,5011872336.272715,50000000
Tmem11,1584893192.4611108,794328234.7242821,1584893192.4611108,398107170.5534969,398107170.5534969,316227766.01683795,125892541.17941661,398107170.5534969,501187233.6272715,50118723.36272725,1000000000,316227766.01683795,630957344.4801943,251188643.1509582
Rida,125892541.17941661,100000000,794328234.7242821,398107170.5534969,31622776601.683792,5011872336.272715,12589254.117941663,6294627.058970831,501187233.6272715,79432823.47242822,158489319.2461111,199526231.49688828,125892541.17941661,31622776.60168379
Cox6a2,397164117.3621411,397164117.3621411,397164117.3621411,397164117.3621411,397164117.3621411,397164117.3621411,3162277660.1683793,794328234.7242821,397164117.3621411,397164117.3621411,397164117.3621411,397164117.3621411,397164117.3621411,397164117.3621411
Sco2,316227766.01683795,199526231.49688828,316227766.01683795,199526231.49688828,100000000,125892541.17941661,25118864.315095823,5011872.336272725,50118723.36272725,31622776.60168379,316227766.01683795,100000000,199526231.49688828,50118723.36272725
Gcsh,39716411.73621411,39716411.73621411,39716411.73621411,199526231.49688828,39716411.73621411,794328234.7242821,39716411.73621411,39716411.73621411,398107170.5534969,125892541.17941661,79432823.47242822,39716411.73621411,501187233.6272715,501187233.6272715
Dmgdh,3154786.722400965,3154786.722400965,3154786.722400965,6309573.44480193,31622776601.683792,63095734448.019424,3154786.722400965,3154786.722400965,3154786.722400965,25118864.315095823,3154786.722400965,25118864.315095823,25118864.315095823,3154786.722400965
Rdh13,12589254.117941663,10000000,31622776.60168379,25118864.315095823,5000000,5000000,5000000,5000000,316227766.01683795,5000000,19952623.149688788,15848931.924611142,398107170.5534969,100000000
Lyrm2,2505936.1681363625,2505936.1681363625,2505936.1681363625,2505936.1681363625,2505936.1681363625,2505936.1681363625,5011872.336272725,2505936.1681363625,31622776.60168379,2505936.1681363625,15848931.924611142,2505936.1681363625,12589254.117941663,2505936.1681363625
Prdx5,31622776601.683792,19952623149.688828,50118723362.72715,25118864315.09582,63095734448.019424,10000000000,7943282347.242822,2511886431.509582,12589254117.941662,10000000000,10000000000,15848931924.611109,5011872336.272715,10000000000
Maip1,630957344.4801943,398107170.5534969,316227766.01683795,199526231.49688828,316227766.01683795,501187233.6272715,199526231.49688828,63095734.448019296,398107170.5534969,125892541.17941661,501187233.6272715,100000000,398107170.5534969,501187233.6272715
Gstz1,1584893192.4611108,1000000000,1995262314.9688828,1584893192.4611108,2511886431.509582,1995262314.9688828,501187233.6272715,125892541.17941661,794328234.7242821,158489319.2461111,630957344.4801943,251188643.1509582,630957344.4801943,158489319.2461111
Tefm,1990535.8527674847,1990535.8527674847,1990535.8527674847,1990535.8527674847,1990535.8527674847,39810717.05534969,25118864.315095823,3981071.7055349695,39810717.05534969,1990535.8527674847,79432823.47242822,3981071.7055349695,158489319.2461111,63095734.448019296
Coa3,794328234.7242821,501187233.6272715,1000000000,630957344.4801943,1995262314.9688828,501187233.6272715,158489319.2461111,39810717.05534969,398107170.5534969,501187233.6272715,1995262314.9688828,794328234.7242821,794328234.7242821,251188643.1509582
Mcur1,50118723.36272725,63095734.448019296,100000000,79432823.47242822,630957344.4801943,3971641.173621411,158489319.2461111,7943282.347242822,630957344.4801943,251188643.1509582,251188643.1509582,125892541.17941661,50118723.36272725,3971641.173621411
Pck2,630957344.4801943,251188643.1509582,630957344.4801943,501187233.6272715,125594321.5754791,125594321.5754791,125594321.5754791,125594321.5754791,1258925411.794166,630957344.4801943,5011872336.272715,794328234.7242821,1584893192.4611108,1584893192.4611108
Hmgcl,398107170.5534969,199526231.49688828,199526231.49688828,316227766.01683795,6309573444.801943,7943282347.242822,398107170.5534969,15848931.924611142,1258925411.794166,1995262314.9688828,3981071705.5349693,501187233.6272715,3162277660.1683793,1584893192.4611108
Abhd10,794328234.7242821,501187233.6272715,1584893192.4611108,1000000000,6294627.058970831,12589254.117941663,6294627.058970831,6294627.058970831,100000000,50118723.36272725,39810717.05534969,79432823.47242822,158489319.2461111,2511886431.509582
BC003965,6294627.058970831,6294627.058970831,25118864.315095823,50118723.36272725,6294627.058970831,6294627.058970831,6294627.058970831,6294627.058970831,12589254.117941663,6294627.058970831,100000000,6294627.058970831,100000000,19952623.149688788
Acot2,125892541.17941661,31622776.60168379,125892541.17941661,398107170.5534969,3162277660.1683793,1258925411.794166,7943282347.242822,794328234.7242821,3162277660.1683793,794328234.7242821,630957344.4801943,794328234.7242821,3162277660.1683793,251188643.1509582
Acsm3,397164.1173621411,397164.1173621411,397164.1173621411,397164.1173621411,19952623149.688828,1584893192.4611108,397164.1173621411,397164.1173621411,1258925411.794166,794328.2347242822,5011872336.272715,3981071.7055349695,397164.1173621411,397164.1173621411
Romo1,79432823.47242822,50118723.36272725,31622776.60168379,10000000,792446.5962305571,19952623.149688788,792446.5962305571,1584893.1924611141,63095734.448019296,50118723.36272725,792446.5962305571,39810717.05534969,19952623.149688788,12589254.117941663
Mrpl39,158489319.2461111,125892541.17941661,199526231.49688828,25059361.681363624,251188643.1509582,63095734.448019296,63095734.448019296,100000000,398107170.5534969,316227766.01683795,794328234.7242821,50118723.36272725,1000000000,316227766.01683795
Rhot2,316227766.01683795,199526231.49688828,316227766.01683795,251188643.1509582,398107170.5534969,63095734.448019296,6294627.058970831,31622776.60168379,199526231.49688828,12589254.117941663,501187233.6272715,79432823.47242822,251188643.1509582,398107170.5534969
Higd1a,630957344.4801943,316227766.01683795,398107170.5534969,398107170.5534969,630957344.4801943,199526231.49688828,199526231.49688828,158489319.2461111,251188643.1509582,501187233.6272715,5011872336.272715,398107170.5534969,501187233.6272715,158489319.2461111
Tbrg4,158489319.2461111,100000000,199526231.49688828,316227766.01683795,125892541.17941661,79432823.47242822,251188643.1509582,501187233.6272715,630957344.4801943,794328234.7242821,1995262314.9688828,501187233.6272715,1258925411.794166,794328234.7242821
Apoo,6309573444.801943,3981071705.5349693,6309573444.801943,2511886431.509582,6309573444.801943,1258925411.794166,3162277660.1683793,1995262314.9688828,1995262314.9688828,1258925411.794166,3162277660.1683793,2511886431.509582,1000000000,1584893192.4611108
Pdp1,25118864.315095823,10000000,2505936.1681363625,31622776.60168379,2505936.1681363625,2505936.1681363625,2505936.1681363625,1000000000,50118723.36272725,12589254.117941663,10000000,5011872.336272725,6309573.44480193,158489319.2461111
Dnajc15,7943282.347242822,25059.361681363625,25059.361681363625,19952623.149688788,25059.361681363625,501187.2336272725,25059.361681363625,25059.361681363625,39810717.05534969,39810717.05534969,50118.72336272725,25059.361681363625,31622776.60168379,794328234.7242821
Bcat2,79432823.47242822,19952623.149688788,125892541.17941661,9976311.574844394,6309573444.801943,9976311.574844394,5011872336.272715,3162277660.1683793,19952623149.688828,630957344.4801943,1995262314.9688828,10000000000,5011872336.272715,19952623149.688828
Abcd3,5000000,5000000,5000000,5000000,6309573444.801943,6309573444.801943,5000000,5000000,158489319.2461111,5000000,5000000,5000000,10000000,251188643.1509582
Cps1,5000000,316227766.01683795,630957344.4801943,5011872336.272715,5000000,1000000000000,100000000,10000000,1584893192.4611108,100000000000,3162277660.1683793,5011872336.272715,1995262314.9688828,5000000
Atp5mpl,1995262314.9688828,1000000000,1995262314.9688828,630957344.4801943,1584893192.4611108,1584893192.4611108,794328234.7242821,158113883.00841898,398107170.5534969,2511886431.509582,316227766.01683795,2511886431.509582,1258925411.794166,158113883.00841898
Oat,794328234.7242821,199526231.49688828,398107170.5534969,794328234.7242821,1584893192.4611108,25118864315.09582,794328234.7242821,630957344.4801943,2511886431.509582,79432823472.42822,5011872336.272715,3162277660.1683793,10000000000,3162277660.1683793
Hao2,997631.1574844394,997631.1574844394,997631.1574844394,997631.1574844394,6309573444.801943,997631.1574844394,997631.1574844394,997631.1574844394,997631.1574844394,997631.1574844394,1995262.3149688789,997631.1574844394,997631.1574844394,6309573.44480193
Tha1,25059361.681363624,25059361.681363624,25059361.681363624,25059361.681363624,794328234.7242821,25059361.681363624,50118723.36272725,79432823.47242822,158489319.2461111,63095734.448019296,316227766.01683795,125892541.17941661,25059361.681363624,158489319.2461111
Hadhb,1584893192.4611108,398107170.5534969,1584893192.4611108,3162277660.1683793,7943282347.242822,15848931924.611109,50118723362.72715,7943282347.242822,19952623149.688828,31622776601.683792,12589254117.941662,15848931924.611109,12589254117.941662,10000000000
Rdh14,199526231.49688828,50118723.36272725,100000000,25118864.315095823,3971641.173621411,3971641.173621411,3971641.173621411,3971641.173621411,3971641.173621411,12589254.117941663,63095734.448019296,7943282.347242822,50118723.36272725,100000000
Fastkd1,792446.5962305571,792446.5962305571,792446.5962305571,792446.5962305571,792446.5962305571,1584893.1924611141,792446.5962305571,792446.5962305571,792446.5962305571,792446.5962305571,10000000,792446.5962305571,792446.5962305571,792446.5962305571
Car5b,5000000,10000000,5000000,39810717.05534969,125892541.17941661,5000000,5000000,5000000,12589254117.941662,5000000,5000000,158489319.2461111,31622776.60168379,1000000000
Grpel2,15811388.300841896,15811388.300841896,15811388.300841896,15811388.300841896,15811388.300841896,15811388.300841896,15811388.300841896,15811388.300841896,15811388.300841896,15811388.300841896,15811388.300841896,15811388.300841896,31622776.60168379,15811388.300841896
Mrps17,199526231.49688828,199526231.49688828,199526231.49688828,100000000,251188643.1509582,251188643.1509582,31622776.60168379,39810717.05534969,125892541.17941661,316227766.01683795,398107170.5534969,50118723.36272725,501187233.6272715,398107170.5534969
Lipt1,5000000,5000000,5000000,5000000,5000000,5000000,5000000,5000000,63095734.448019296,5000000,5000000,5000000,10000000,5000000
Slc25a44,1990535.8527674847,1990535.8527674847,1990535.8527674847,1990535.8527674847,1990535.8527674847,1990535.8527674847,1990535.8527674847,1990535.8527674847,1990535.8527674847,1990535.8527674847,1990535.8527674847,1990535.8527674847,3981071.7055349695,1990535.8527674847
Dut,25118864.315095823,1581138.8300841898,1581138.8300841898,10000000,1581138.8300841898,3162277.6601683795,100000000,1581138.8300841898,31622776.60168379,1581138.8300841898,158489319.2461111,19952623.149688788,251188643.1509582,1581138.8300841898
Immp2l,1990535.8527674847,19952623.149688788,12589254.117941663,1990535.8527674847,1990535.8527674847,39810717.05534969,1990535.8527674847,3981071.7055349695,39810717.05534969,1990535.8527674847,19952623.149688788,1990535.8527674847,1990535.8527674847,251188643.1509582
Cox19,500000,500000,500000,500000,500000,1000000,500000,500000,500000,500000,500000,500000,6309573.44480193,500000
Aldh1l2,1581138.8300841898,1581138.8300841898,50118723.36272725,3162277.6601683795,1581138.8300841898,50118723.36272725,1581138.8300841898,39810717.05534969,1581138.8300841898,12589254.117941663,100000000,1995262314.9688828,794328234.7242821,1581138.8300841898
Pisd,25118864.315095823,63095734.448019296,79432823.47242822,25118864.315095823,63095734.448019296,25118864.315095823,7924465.962305571,7924465.962305571,31622776.60168379,39810717.05534969,63095734.448019296,15848931.924611142,125892541.17941661,79432823.47242822
Crot,2505936168.1363573,2505936168.1363573,2505936168.1363573,2505936168.1363573,12589254117.941662,5011872336.272715,2505936168.1363573,2505936168.1363573,2505936168.1363573,2505936168.1363573,2505936168.1363573,2505936168.1363573,2505936168.1363573,2505936168.1363573
Noa1,9976311.574844394,9976311.574844394,9976311.574844394,9976311.574844394,9976311.574844394,9976311.574844394,9976311.574844394,9976311.574844394,19952623.149688788,9976311.574844394,50118723.36272725,9976311.574844394,9976311.574844394,9976311.574844394
Ndufaf8,1255943.2157547912,1255943.2157547912,1255943.2157547912,1255943.2157547912,1255943.2157547912,1255943.2157547912,1255943.2157547912,1255943.2157547912,2511886.4315095823,1255943.2157547912,1255943.2157547912,3162277.6601683795,1255943.2157547912,1255943.2157547912
Acaa1b,2505936.1681363625,2505936.1681363625,2505936.1681363625,2505936.1681363625,3981071705.5349693,15848931924.611109,2505936.1681363625,2505936.1681363625,251188643.1509582,6309573.44480193,6309573.44480193,7943282.347242822,5011872.336272725,158489319.2461111
Mtrf1l,1255943.2157547912,1255943.2157547912,1255943.2157547912,1255943.2157547912,1255943.2157547912,1255943.2157547912,1255943.2157547912,1255943.2157547912,1255943.2157547912,1255943.2157547912,1255943.2157547912,1255943.2157547912,1255943.2157547912,2511886.4315095823
Atp23,9976311.574844394,19952623.149688788,9976311.574844394,9976311.574844394,9976311.574844394,9976311.574844394,9976311.574844394,9976311.574844394,9976311.574844394,9976311.574844394,9976311.574844394,9976311.574844394,9976311.574844394,9976311.574844394
Yme1l1,31622776.60168379,25118864.315095823,15848931.924611142,125892541.17941661,251188643.1509582,7924465.962305571,7924465.962305571,19952623.149688788,79432823.47242822,63095734.448019296,158489319.2461111,31622776.60168379,398107170.5534969,125892541.17941661
Hdhd5,5000000,10000000,5000000,5000000,158489319.2461111,158489319.2461111,5000000,50118723.36272725,100000000,5000000,125892541.17941661,39810717.05534969,125892541.17941661,3162277660.1683793
Aldh7a1,199526231.49688828,100000000,398107170.5534969,199526231.49688828,10000000000,10000000000,5000000,5000000,794328234.7242821,501187233.6272715,10000000,398107170.5534969,3981071705.5349693,2511886431.509582
Chchd7,6309573.44480193,3154786.722400965,3154786.722400965,3154786.722400965,3154786.722400965,3154786.722400965,3154786.722400965,3154786.722400965,3154786.722400965,199526231.49688828,3154786.722400965,3154786.722400965,25118864.315095823,15848931.924611142
Pdpr,794328234.7242821,1000000000,1584893192.4611108,398107170.5534969,31547867.224009648,31547867.224009648,100000000,5011872336.272715,251188643.1509582,31547867.224009648,630957344.4801943,199526231.49688828,63095734.448019296,2511886431.509582
Nln,158489319.2461111,125892541.17941661,50118723.36272725,158489319.2461111,158489319.2461111,39810717.05534969,3154786.722400965,6309573.44480193,1000000000,199526231.49688828,501187233.6272715,50118723.36272725,251188643.1509582,794328234.7242821
Ndufaf2,1584893192.4611108,630957344.4801943,1995262314.9688828,1584893192.4611108,794328234.7242821,630957344.4801943,398107170.5534969,63095734.448019296,794328234.7242821,158489319.2461111,1584893192.4611108,199526231.49688828,630957344.4801943,1995262314.9688828
Fastkd2,5000000,5000000,5000000,5000000,5000000,5000000,5000000,19952623.149688788,25118864.315095823,63095734.448019296,10000000,5000000,50118723.36272725,158489319.2461111
Dcakd,125892541.17941661,125892541.17941661,125892541.17941661,100000000,50118723.36272725,79432823.47242822,794328234.7242821,25118864.315095823,100000000,15848931.924611142,251188643.1509582,10000000,1995262314.9688828,199526231.49688828
Sdr39u1,501187233.6272715,158489319.2461111,501187233.6272715,1258925411.794166,1995262314.9688828,39716411.73621411,794328234.7242821,79432823.47242822,794328234.7242821,398107170.5534969,501187233.6272715,251188643.1509582,630957344.4801943,1995262314.9688828
Gars,25118864.315095823,63095734.448019296,125892541.17941661,199526231.49688828,3971641.173621411,316227766.01683795,3971641.173621411,12589254.117941663,10000000,19952623.149688788,125892541.17941661,7943282.347242822,316227766.01683795,31622776.60168379
Uqcr11,501187233.6272715,501187233.6272715,794328234.7242821,158489319.2461111,630957344.4801943,251188643.1509582,199526231.49688828,39716411.73621411,398107170.5534969,1258925411.794166,39716411.73621411,630957344.4801943,79432823.47242822,630957344.4801943
Ears2,9976311.574844394,9976311.574844394,9976311.574844394,9976311.574844394,9976311.574844394,9976311.574844394,9976311.574844394,9976311.574844394,50118723.36272725,9976311.574844394,19952623.149688788,9976311.574844394,125892541.17941661,9976311.574844394
Cox6b2,2505936168.1363573,2505936168.1363573,2505936168.1363573,2505936168.1363573,2505936168.1363573,2505936168.1363573,2505936168.1363573,2505936168.1363573,2505936168.1363573,2505936168.1363573,2505936168.1363573,2505936168.1363573,2505936168.1363573,5011872336.272715
Timm10b,158489319.2461111,100000000,125892541.17941661,79432823.47242822,79432823.47242822,6309573.44480193,1000000,500000,39810717.05534969,500000,50118723.36272725,6309573.44480193,25118864.315095823,79432823.47242822
Atpaf1,25118864.315095823,6294627.058970831,19952623.149688788,199526231.49688828,6294627.058970831,6294627.058970831,6294627.058970831,6294627.058970831,39810717.05534969,12589254.117941663,31622776.60168379,6294627.058970831,79432823.47242822,79432823.47242822
Sfxn3,10000000000,6309573444.801943,5011872336.272715,7943282347.242822,1584893192.4611108,794328234.7242821,31547867.224009648,63095734.448019296,3162277660.1683793,1000000000,2511886431.509582,6309573444.801943,10000000000,7943282347.242822
Abcd2,397164117.3621411,397164117.3621411,397164117.3621411,397164117.3621411,397164117.3621411,397164117.3621411,397164117.3621411,397164117.3621411,794328234.7242821,397164117.3621411,397164117.3621411,397164117.3621411,397164117.3621411,397164117.3621411
Sqor,19905358.527674846,19905358.527674846,19905358.527674846,39810717.05534969,3981071705.5349693,1000000000,125892541.17941661,251188643.1509582,1584893192.4611108,12589254117.941662,25118864315.09582,1995262314.9688828,10000000000,1000000000
